"","Season","School","Conf","W","L","Pts","Opp","MOV","SOS","OSRS","DSRS","SRS"
"594",2004,"Western Carolina","Southern (North)","13","15","74.7","70.2","4.50","-3.84","-2.32","-4.85","-7.17"
"595",2004,"Florida Atlantic","A-Sun","9","19","77.0","76.9","0.11","-5.68","3.27","-10.49","-7.22"
"596",2004,"St. Francis (NY)","NEC","15","13","71.3","69.8","1.54","-8.76","-2.34","-4.88","-7.22"
"597",2004,"Texas-San Antonio","Southland","19","14","72.7","71.7","1.00","-6.11","-1.03","-6.19","-7.22"
"598",2004,"Lehigh","Patriot","20","11","67.2","63.7","3.48","-8.88","-6.58","-0.72","-7.30"
"599",2004,"North Carolina-Greensboro","Southern (North)","11","17","73.0","75.1","-2.14","-4.10","-0.20","-7.17","-7.36"
"600",2004,"McNeese State","Southland","11","16","74.1","75.1","-1.00","-4.66","1.01","-8.96","-7.95"
"601",2004,"James Madison","CAA","7","21","64.9","71.6","-6.71","-1.28","-4.34","-3.65","-7.99"
"602",2004,"Coppin State","MEAC","18","14","61.5","60.9","0.66","-8.68","-11.17","3.14","-8.03"
"603",2004,"Fordham","A-10 (East)","6","22","62.0","74.1","-12.11","3.89","-4.88","-3.34","-8.22"
"604",2004,"Jacksonville State","OVC","14","14","74.7","74.1","0.57","-7.70","0.08","-8.43","-8.35"
"605",2004,"Southern Utah","Mid-Cont","10","18","64.4","69.5","-5.11","-0.61","-6.41","-1.97","-8.38"
"606",2004,"Delaware State","MEAC","13","15","61.5","61.9","-0.46","-7.97","-10.41","1.97","-8.44"
"607",2004,"Mercer","A-Sun","12","18","71.8","76.4","-4.67","-3.11","-1.14","-7.38","-8.52"
"608",2004,"Tennessee-Martin","OVC","10","18","72.8","76.4","-3.61","-2.72","0.15","-8.71","-8.57"
"609",2004,"Samford","OVC","12","16","65.6","65.3","0.36","-2.55","-10.42","1.74","-8.68"
"610",2004,"High Point","Big South","19","11","72.0","70.1","1.87","-8.70","-1.42","-7.32","-8.74"
"611",2004,"Texas-Rio Grande Valley","Ind","14","14","71.6","71.3","0.32","-3.00","-3.18","-5.74","-8.91"
"612",2004,"Binghamton","AEC","14","16","60.1","62.8","-2.77","-6.33","-11.14","2.04","-9.09"
"613",2004,"Idaho State","Big Sky","13","18","73.5","78.5","-5.00","-1.66","0.90","-10.01","-9.10"
"614",2004,"School","Conf","W","L","Pts","Opp","MOV","SOS","OSRS","DSRS","SRS"
"615",2004,"Texas State","Southland","13","15","69.0","69.0","0.00","-7.01","-6.00","-3.19","-9.19"
"616",2004,"Central Michigan","MAC (West)","6","24","70.5","80.4","-9.83","1.52","-0.09","-9.29","-9.38"
"617",2004,"Elon","Southern (North)","12","18","68.9","73.3","-4.43","-2.95","-3.73","-5.72","-9.45"
"618",2004,"Columbia","Ivy","10","17","67.6","70.4","-2.89","-5.30","-4.02","-5.51","-9.53"
"619",2004,"Florida A&M","MEAC","15","17","72.2","74.1","-1.91","-7.94","1.06","-10.91","-9.85"
"620",2004,"Northwestern State","Southland","11","17","74.2","76.8","-2.57","-5.23","-0.39","-9.48","-9.87"
"621",2004,"Towson","CAA","8","21","61.1","69.5","-8.38","-1.71","-8.11","-1.98","-10.09"
"622",2004,"Stetson","A-Sun","12","15","68.0","72.5","-4.56","-3.87","-5.82","-4.41","-10.23"
"623",2004,"San Diego","WCC","4","26","68.1","79.9","-11.87","2.51","0.30","-10.58","-10.28"
"624",2004,"Maryland-Baltimore County","AEC","7","21","60.1","63.8","-3.68","-6.61","-9.88","-0.41","-10.29"
"625",2004,"Cleveland State","Horizon","4","25","64.5","73.5","-8.97","0.46","-4.10","-6.22","-10.32"
"626",2004,"Robert Morris","NEC","14","15","68.6","70.3","-1.72","-7.52","-5.90","-4.48","-10.38"
"627",2004,"Hampton","MEAC","13","17","68.6","70.3","-1.70","-8.72","-3.22","-7.20","-10.42"
"628",2004,"Wagner","NEC","13","16","66.6","69.8","-3.17","-7.13","-6.62","-3.91","-10.53"
"629",2004,"IPFW","Ind","3","25","62.0","72.4","-10.43","1.00","-7.18","-3.41","-10.58"
"630",2004,"Saint Francis (PA)","NEC","13","15","66.9","69.9","-2.96","-7.70","-5.62","-5.04","-10.67"
"631",2004,"Mount St. Mary's","NEC","10","19","67.5","71.4","-3.86","-6.91","-5.31","-5.46","-10.78"
"632",2004,"Colgate","Patriot","15","14","67.9","68.5","-0.66","-7.59","-4.80","-6.01","-10.81"
"633",2004,"Long Beach State","Big West","6","21","62.9","72.5","-9.63","-0.60","-6.43","-4.52","-10.95"
"634",2004,"Radford","Big South","12","16","68.3","69.7","-1.43","-7.78","-5.30","-5.75","-11.04"
"635",2004,"School","Conf","W","L","Pts","Opp","MOV","SOS","OSRS","DSRS","SRS"
"636",2004,"Eastern Illinois","OVC","6","21","68.5","74.8","-6.30","-2.64","-4.31","-6.74","-11.05"
"637",2004,"Alabama State","SWAC","16","15","61.4","61.7","-0.29","-10.78","-12.51","1.41","-11.10"
"638",2004,"Lamar","Southland","11","18","79.1","79.8","-0.72","-6.18","2.31","-13.49","-11.18"
"639",2004,"Tennessee State","OVC","7","21","69.0","77.8","-8.82","-1.91","-2.36","-9.05","-11.41"
"640",2004,"Gardner-Webb","A-Sun","9","20","67.7","73.2","-5.45","-4.05","-6.21","-5.20","-11.42"
"641",2004,"New Hampshire","AEC","10","20","60.4","65.0","-4.63","-6.79","-9.39","-2.04","-11.43"
"642",2004,"Stony Brook","AEC","10","20","62.6","67.6","-5.07","-6.48","-6.83","-4.71","-11.55"
"643",2004,"Louisiana-Monroe","Southland","12","19","68.3","72.3","-4.00","-4.01","-5.30","-6.28","-11.58"
"644",2004,"Sacred Heart","NEC","12","15","73.6","77.6","-4.00","-7.66","0.96","-12.62","-11.66"
"645",2004,"Marist","MAAC","6","22","61.5","70.5","-9.00","-2.69","-10.19","-1.50","-11.69"
"646",2004,"Jacksonville","A-Sun","13","15","71.0","73.9","-2.89","-6.62","-3.26","-8.86","-12.12"
"647",2004,"Hartford","AEC","12","17","62.6","67.7","-5.14","-6.15","-8.80","-3.36","-12.15"
"648",2004,"Wofford","Southern (South)","9","20","73.0","78.1","-5.10","-1.92","0.73","-13.04","-12.31"
"649",2004,"Sam Houston State","Southland","13","15","75.0","76.2","-1.18","-6.81","-0.65","-11.83","-12.48"
"650",2004,"Quinnipiac","NEC","9","20","73.1","76.3","-3.28","-7.40","-0.67","-12.03","-12.70"
"651",2004,"Southern","SWAC","12","16","69.5","68.9","0.61","-12.78","-4.53","-8.47","-13.00"
"652",2004,"Morgan State","MEAC","11","16","68.7","71.7","-3.07","-10.15","-3.19","-10.04","-13.23"
"653",2004,"Jackson State","SWAC","12","17","63.3","65.6","-2.28","-11.09","-9.88","-3.45","-13.33"
"654",2004,"Texas Southern","SWAC","14","15","66.1","66.3","-0.17","-12.98","-9.11","-4.73","-13.84"
"655",2004,"Western Illinois","Mid-Cont","3","25","65.9","78.7","-12.86","-1.15","-4.48","-9.46","-13.93"
"656",2004,"School","Conf","W","L","Pts","Opp","MOV","SOS","OSRS","DSRS","SRS"
"657",2004,"Long Island University","NEC","8","19","69.3","75.6","-6.33","-8.11","-3.78","-10.63","-14.41"
"658",2004,"North Carolina-Asheville","Big South","9","20","63.0","70.8","-7.83","-4.00","-8.75","-5.92","-14.67"
"659",2004,"Norfolk State","MEAC","12","17","61.9","65.6","-3.69","-11.66","-12.16","-2.87","-15.02"
"660",2004,"Lipscomb","A-Sun","7","21","69.5","77.5","-8.04","-4.52","-4.98","-10.20","-15.18"
"661",2004,"Charleston Southern","Big South","6","22","59.3","65.8","-6.46","-6.96","-13.55","-1.68","-15.23"
"662",2004,"Florida International","Sun Belt (East)","5","22","56.1","68.2","-12.11","-1.54","-16.69","1.43","-15.26"
"663",2004,"Albany (NY)","AEC","5","23","57.9","65.8","-7.86","-7.47","-12.98","-2.35","-15.33"
"664",2004,"Howard","MEAC","6","22","60.1","65.8","-5.68","-9.87","-12.23","-3.31","-15.54"
"665",2004,"Alabama A&M","SWAC","13","17","70.4","74.0","-3.57","-12.29","-4.95","-10.93","-15.88"
"666",2004,"Grambling","SWAC","11","18","70.0","74.6","-4.62","-9.94","-5.25","-10.83","-16.09"
"667",2004,"Harvard","Ivy","4","23","64.7","76.6","-11.81","-4.37","-4.84","-11.35","-16.19"
"668",2004,"Loyola (MD)","MAAC","1","27","59.9","74.1","-14.14","-4.12","-11.00","-7.26","-18.26"
"669",2004,"Dartmouth","Ivy","3","25","56.9","67.0","-10.07","-6.17","-15.74","-2.54","-18.29"
"670",2004,"Bethune-Cookman","MEAC","8","21","59.0","66.9","-7.86","-10.63","-13.12","-5.37","-18.49"
"671",2004,"Virginia Military Institute","Big South","6","22","57.4","69.4","-11.93","-5.57","-16.41","-3.39","-19.80"
"672",2004,"Citadel","Southern (South)","6","22","58.6","71.5","-12.96","-3.36","-15.93","-3.98","-19.90"
"673",2004,"Alcorn State","SWAC","11","18","64.0","72.3","-8.38","-11.79","-9.89","-10.28","-20.17"
"674",2004,"Nicholls State","Southland","6","21","65.7","75.6","-9.85","-6.25","-10.26","-10.21","-20.47"
"675",2004,"Prairie View","SWAC","7","20","62.0","73.0","-11.00","-9.55","-10.81","-9.75","-20.55"
"676",2004,"Maryland-Eastern Shore","MEAC","8","21","58.8","69.5","-10.76","-10.10","-13.80","-7.06","-20.86"
"677",2004,"School","Conf","W","L","Pts","Opp","MOV","SOS","OSRS","DSRS","SRS"
"678",2004,"Campbell","A-Sun","3","24","68.8","85.5","-16.67","-4.49","-3.65","-17.51","-21.16"
"679",2004,"Navy","Patriot","5","23","56.3","70.6","-14.36","-5.04","-14.50","-7.16","-21.66"
"680",2004,"Savannah State","Ind","4","24","60.4","79.2","-18.79","-3.52","-10.16","-12.15","-22.30"
"681",2004,"Army","Patriot","6","21","50.5","63.3","-12.78","-7.72","-22.54","-0.22","-22.76"
"682",2004,"North Carolina A&T","MEAC","3","25","57.8","74.4","-16.61","-7.84","-14.16","-10.25","-24.41"
"683",2004,"Arkansas-Pine Bluff","SWAC","1","26","52.2","74.4","-22.15","-8.54","-19.78","-10.91","-30.69"
"684",2005,"North Carolina","ACC","33","4","88.0","70.3","17.76","10.66","23.52","4.90","28.42"
"685",2005,"Illinois","Big Ten","37","2","77.0","61.1","15.90","8.47","12.23","11.88","24.10"
"686",2005,"Duke","ACC","27","6","78.2","65.2","12.97","10.04","13.00","10.02","23.01"
"687",2005,"Louisville","CUSA","33","5","80.7","64.1","16.58","6.18","13.82","8.74","22.57"
"688",2005,"Oklahoma State","Big 12","26","7","78.3","65.2","13.09","9.68","13.69","7.71","21.40"
"689",2005,"Kansas","Big 12","23","7","75.0","65.2","9.83","10.85","12.24","8.44","20.68"
"690",2005,"Michigan State","Big Ten","26","7","78.5","65.4","13.06","7.41","13.85","6.62","20.47"
"691",2005,"Wake Forest","ACC","27","6","84.9","74.0","10.91","10.27","20.23","0.01","20.24"
"692",2005,"Florida","SEC (East)","24","8","76.2","63.1","13.06","7.12","10.39","9.80","20.18"
"693",2005,"Oklahoma","Big 12","25","8","75.2","63.3","11.88","8.84","9.43","10.54","19.96"
"694",2005,"Washington","Pac-10","29","6","86.5","74.2","12.29","7.66","20.98","-1.21","19.77"
"695",2005,"Kentucky","SEC (East)","28","6","73.6","62.6","11.06","8.10","9.01","10.15","19.16"
"696",2005,"Villanova","Big East","24","8","73.0","62.4","10.63","8.43","9.72","9.34","19.06"
"697",2005,"Connecticut","Big East","23","8","78.0","66.8","11.19","7.62","13.23","5.58","18.82"
"698",2005,"Arizona","Pac-10","30","7","79.7","69.7","9.97","8.03","13.79","4.22","18.00"
"699",2005,"Cincinnati","CUSA","25","8","75.9","64.5","11.36","6.74","10.04","7.60","17.64"
"700",2005,"Georgia Tech","ACC","20","12","74.1","66.7","7.44","9.78","9.42","7.80","17.21"
"701",2005,"Wisconsin","Big Ten","25","9","67.4","60.2","7.15","9.61","3.70","13.06","16.76"
"702",2005,"Alabama","SEC (West)","24","8","75.8","65.1","10.72","6.81","9.52","7.22","16.74"
"703",2005,"Texas Tech","Big 12","22","11","76.8","69.3","7.52","9.11","11.27","4.97","16.24"
"704",2005,"School","Conf","W","L","Pts","Opp","MOV","SOS","OSRS","DSRS","SRS"
"705",2005,"North Carolina State","ACC","21","14","73.1","66.1","7.00","9.16","6.87","9.29","16.16"
"706",2005,"Syracuse","Big East","27","7","74.9","64.6","10.32","6.83","9.18","6.77","15.95"
"707",2005,"Texas","Big 12","20","11","76.9","68.5","8.39","7.56","10.90","4.60","15.49"
"708",2005,"Iowa","Big Ten","21","12","72.9","67.3","5.64","9.34","10.21","4.76","14.97"
"709",2005,"Pittsburgh","Big East","20","9","72.3","63.5","8.79","5.73","6.84","7.69","14.53"
"710",2005,"Boston College","Big East","25","5","72.5","64.5","7.97","6.41","7.48","6.90","14.38"
"711",2005,"Utah","MWC","29","6","68.0","57.3","10.69","4.54","-1.28","15.29","14.01"
"712",2005,"Maryland","ACC","19","13","81.9","76.0","5.88","7.89","15.71","-1.95","13.76"
"713",2005,"Vanderbilt","SEC (East)","20","14","71.2","64.9","6.24","7.30","6.16","7.38","13.53"
"714",2005,"Gonzaga","WCC","26","5","79.2","69.6","9.52","4.37","12.54","0.77","13.30"
"715",2005,"Texas A&M","Big 12","21","10","73.6","63.5","10.06","5.19","6.66","6.49","13.15"
"716",2005,"Ohio State","Big Ten","20","12","71.0","64.1","6.94","6.20","6.24","6.90","13.14"
"717",2005,"Utah State","Big West","24","8","72.3","57.8","14.59","-1.47","3.50","9.25","12.75"
"718",2005,"Mississippi State","SEC (West)","23","11","72.5","66.0","6.50","6.05","6.94","5.61","12.55"
"719",2005,"Arkansas","SEC (West)","18","12","71.6","62.8","8.73","3.60","4.30","8.03","12.33"
"720",2005,"Minnesota","Big Ten","21","11","68.0","62.9","5.09","6.96","4.03","8.03","12.06"
"721",2005,"South Carolina","SEC (East)","20","13","68.6","64.6","3.97","7.85","4.43","7.39","11.82"
"722",2005,"West Virginia","Big East","24","11","71.5","67.3","4.14","7.62","5.77","5.99","11.76"
"723",2005,"Louisiana State","SEC (West)","20","10","75.2","71.4","3.83","7.77","10.39","1.21","11.60"
"724",2005,"Southern Illinois","MVC","27","8","67.6","60.7","6.91","5.12","1.10","10.43","11.53"
"725",2005,"School","Conf","W","L","Pts","Opp","MOV","SOS","OSRS","DSRS","SRS"
"726",2005,"Iowa State","Big 12","19","12","68.1","64.7","3.45","8.40","3.14","8.23","11.37"
"727",2005,"Memphis","CUSA","22","16","71.4","65.5","5.89","5.40","4.85","6.45","11.30"
"728",2005,"Clemson","ACC","16","16","71.7","69.3","2.38","8.86","6.27","4.96","11.23"
"729",2005,"New Mexico","MWC","26","7","75.5","64.3","11.24","1.51","6.36","4.73","11.09"
"730",2005,"George Washington","A-10 (West)","22","8","76.9","67.4","9.57","1.05","9.66","0.96","10.62"
"731",2005,"Alabama-Birmingham","CUSA","22","11","77.5","71.8","5.64","4.78","10.92","-0.50","10.42"
"732",2005,"Milwaukee","Horizon","26","6","75.0","64.3","10.66","1.44","8.28","2.13","10.41"
"733",2005,"Indiana","Big Ten","15","14","63.8","63.6","0.17","10.01","1.28","8.90","10.18"
"734",2005,"Creighton","MVC","23","11","71.2","64.9","6.29","3.84","4.55","5.59","10.14"
"735",2005,"Northern Iowa","MVC","21","11","72.2","66.5","5.75","5.31","5.49","4.65","10.14"
"736",2005,"Providence","Big East","14","17","74.5","72.3","2.13","8.87","10.11","-0.07","10.04"
"737",2005,"Kansas State","Big 12","17","12","69.1","65.9","3.17","7.72","3.76","6.22","9.98"
"738",2005,"Missouri State","MVC","19","13","73.1","67.7","5.38","4.51","7.25","2.63","9.89"
"739",2005,"Georgetown","Big East","19","13","64.4","61.1","3.31","6.54","-0.28","10.14","9.86"
"740",2005,"Charlotte","CUSA","21","8","77.8","72.2","5.66","3.97","11.80","-2.17","9.63"
"741",2005,"Texas-El Paso","WAC","27","8","74.7","65.1","9.66","0.91","7.29","2.32","9.61"
"742",2005,"Wichita State","MVC","22","10","71.9","66.6","5.25","4.36","5.30","4.31","9.61"
"743",2005,"Miami (FL)","ACC","16","13","71.4","69.7","1.76","7.78","5.01","4.52","9.53"
"744",2005,"Nebraska","Big 12","14","14","68.0","63.9","4.11","6.39","1.65","7.74","9.39"
"745",2005,"Notre Dame","Big East","17","12","67.3","64.1","3.21","6.18","2.92","6.47","9.39"
"746",2005,"School","Conf","W","L","Pts","Opp","MOV","SOS","OSRS","DSRS","SRS"
"747",2005,"Nevada","WAC","25","7","69.5","61.7","7.84","3.02","0.77","8.48","9.25"
"748",2005,"Arizona State","Pac-10","18","14","76.0","72.2","3.84","5.36","9.15","0.06","9.21"
"749",2005,"UCLA","Pac-10","18","11","73.7","71.7","2.07","7.09","7.63","1.53","9.16"
"750",2005,"Stanford","Pac-10","18","13","70.1","68.8","1.26","8.13","4.30","4.80","9.10"
"751",2005,"DePaul","CUSA","20","11","68.4","64.1","4.32","4.62","2.74","6.20","8.95"
"752",2005,"Pacific","Big West","27","4","72.8","64.9","7.97","1.16","5.19","3.76","8.95"
"753",2005,"Air Force","MWC","18","12","61.2","54.3","6.87","2.61","-6.92","15.53","8.61"
"754",2005,"Tennessee","SEC (East)","14","17","69.0","68.9","0.10","8.37","4.66","3.81","8.47"
"755",2005,"Vermont","AEC","25","7","71.8","62.1","9.75","-1.95","3.58","4.22","7.80"
"756",2005,"Saint Joseph's","A-10 (East)","24","12","63.7","58.6","5.11","3.32","-2.80","10.57","7.77"
"757",2005,"Miami (OH)","MAC (East)","19","11","65.7","61.3","4.40","3.62","-2.27","10.00","7.72"
"758",2005,"Virginia","ACC","14","15","72.8","76.0","-3.14","10.62","7.32","0.17","7.49"
"759",2005,"Missouri","Big 12","16","17","64.4","66.3","-1.94","9.24","-0.03","7.34","7.30"
"760",2005,"Western Michigan","MAC (West)","20","13","72.9","67.2","5.76","2.01","4.32","2.90","7.23"
"761",2005,"Akron","MAC (East)","19","10","71.8","65.6","6.21","1.67","2.89","4.15","7.03"
"762",2005,"Xavier","A-10 (West)","17","12","70.1","65.0","5.07","1.90","3.80","3.16","6.96"
"763",2005,"Florida State","ACC","12","19","68.6","70.0","-1.35","8.99","2.19","4.63","6.82"
"764",2005,"Saint Mary's (CA)","WCC","25","9","69.8","64.1","5.74","2.40","1.02","5.67","6.68"
"765",2005,"Temple","A-10 (East)","16","14","63.8","61.4","2.37","4.31","-1.92","8.60","6.68"
"766",2005,"Marquette","CUSA","19","12","67.1","64.8","2.32","4.73","1.54","5.06","6.60"
"767",2005,"School","Conf","W","L","Pts","Opp","MOV","SOS","OSRS","DSRS","SRS"
"768",2005,"Oregon","Pac-10","14","13","70.9","71.1","-0.22","6.68","4.63","1.83","6.46"
"769",2005,"Washington State","Pac-10","12","16","55.9","56.9","-1.00","7.39","-11.87","18.26","6.39"
"770",2005,"Rice","WAC","19","12","74.2","70.0","4.23","3.07","5.94","0.28","6.21"
"771",2005,"Nevada-Las Vegas","MWC","17","14","73.3","72.4","0.87","5.61","7.03","-0.92","6.11"
"772",2005,"Old Dominion","CAA","28","6","71.5","61.1","10.32","-2.59","0.35","5.62","5.97"
"773",2005,"Buffalo","MAC (East)","23","10","74.6","71.0","3.58","2.39","7.04","-1.08","5.96"
"774",2005,"Purdue","Big Ten","7","21","62.9","68.1","-5.14","11.07","0.66","5.27","5.93"
"775",2005,"Holy Cross","Patriot","25","7","66.9","56.8","10.09","-4.21","-1.56","7.45","5.88"
"776",2005,"Louisiana-Lafayette","Sun Belt (West)","20","11","72.2","68.0","4.19","1.91","3.38","2.33","5.71"
"777",2005,"Virginia Tech","ACC","16","14","68.5","68.7","-0.17","5.79","1.57","4.06","5.63"
"778",2005,"Kent State","MAC (East)","20","13","70.4","66.9","3.42","2.75","1.82","3.60","5.43"
"779",2005,"Mississippi","SEC (West)","14","17","63.8","64.1","-0.29","5.72","-2.04","7.47","5.43"
"780",2005,"Texas Christian","CUSA","21","14","70.4","68.1","2.23","3.54","3.11","2.31","5.43"
"781",2005,"Ohio","MAC (East)","21","11","71.5","67.9","3.56","1.80","3.98","1.38","5.36"
"782",2005,"Oral Roberts","Mid-Cont","25","8","77.3","67.6","9.73","-2.06","4.05","1.17","5.22"
"783",2005,"Seton Hall","Big East","12","16","62.7","63.8","-1.04","6.04","-2.49","7.50","5.01"
"784",2005,"Western Kentucky","Sun Belt (East)","22","9","77.0","71.2","5.84","-0.49","7.48","-2.47","5.01"
"785",2005,"St. John's (NY)","Big East","9","18","64.4","66.8","-2.44","7.42","-0.51","5.48","4.98"
"786",2005,"Colorado","Big 12","14","16","71.6","73.9","-2.37","8.50","7.31","-2.40","4.91"
"787",2005,"Toledo","MAC (West)","16","13","70.9","68.6","2.24","3.18","2.70","2.12","4.82"
"788",2005,"School","Conf","W","L","Pts","Opp","MOV","SOS","OSRS","DSRS","SRS"
"789",2005,"Michigan","Big Ten","13","18","61.6","64.0","-2.32","7.12","-2.69","7.49","4.79"
"790",2005,"Pennsylvania","Ivy","20","9","68.3","61.7","6.69","-1.98","0.27","4.44","4.71"
"791",2005,"Houston","CUSA","18","14","69.6","68.8","0.72","3.92","2.31","2.33","4.64"
"792",2005,"Denver","Sun Belt (West)","20","11","73.1","67.0","6.13","-0.44","3.01","1.55","4.56"
"793",2005,"Southern California","Pac-10","12","17","74.4","76.8","-2.38","6.91","8.13","-3.60","4.53"
"794",2005,"Northwestern","Big Ten","15","16","59.0","62.0","-3.06","7.38","-5.45","9.76","4.32"
"795",2005,"Ball State","MAC (West)","15","13","71.1","68.3","2.82","3.31","3.49","0.78","4.27"
"796",2005,"Hawaii","WAC","16","13","68.6","66.4","2.21","1.86","0.88","3.19","4.07"
"797",2005,"Wyoming","MWC","15","13","70.9","70.9","0.00","3.91","6.06","-2.15","3.91"
"798",2005,"Southern Methodist","WAC","14","14","69.5","67.5","1.96","2.11","1.06","2.54","3.59"
"799",2005,"Illinois State","MVC","17","13","66.8","65.4","1.40","3.34","-0.46","4.04","3.58"
"800",2005,"Dayton","A-10 (West)","18","11","64.7","61.6","3.14","0.38","-2.77","6.29","3.52"
"801",2005,"Rutgers","Big East","10","19","64.9","69.9","-4.93","8.75","1.42","1.90","3.32"
"802",2005,"Boston University","AEC","20","9","62.8","55.7","7.10","-3.86","-6.06","9.31","3.24"
"803",2005,"Bradley","MVC","13","15","70.0","71.3","-1.32","4.55","4.22","-0.99","3.23"
"804",2005,"Niagara","MAAC","20","10","84.6","78.4","6.20","-3.08","13.31","-10.19","3.12"
"805",2005,"Oregon State","Pac-10","17","15","72.8","73.8","-1.09","4.02","4.83","-1.91","2.93"
"806",2005,"San Diego","WCC","16","13","76.6","73.4","3.17","2.25","7.43","-4.55","2.88"
"807",2005,"South Florida","CUSA","14","16","67.6","66.5","1.10","2.03","0.56","2.23","2.79"
"808",2005,"Hofstra","CAA","21","9","71.9","66.1","5.83","-2.53","3.52","-0.77","2.74"
"809",2005,"School","Conf","W","L","Pts","Opp","MOV","SOS","OSRS","DSRS","SRS"
"810",2005,"University of California","Pac-10","13","16","67.4","70.8","-3.38","5.97","0.06","2.53","2.59"
"811",2005,"Santa Clara","WCC","15","16","74.5","73.6","0.81","2.18","5.03","-2.45","2.58"
"812",2005,"Colorado State","MWC","11","17","70.2","69.4","0.82","3.88","2.82","-0.46","2.36"
"813",2005,"San Francisco","WCC","17","14","69.0","68.9","0.06","3.33","0.30","2.00","2.30"
"814",2005,"Middle Tennessee","Sun Belt (East)","19","12","71.4","65.4","5.94","-1.43","-0.07","2.36","2.29"
"815",2005,"Drake","MVC","13","16","69.3","71.6","-2.31","4.57","3.28","-1.03","2.26"
"816",2005,"Bucknell","Patriot","23","10","63.5","59.0","4.58","-2.19","-5.26","7.38","2.12"
"817",2005,"Auburn","SEC (West)","14","17","70.7","75.2","-4.55","6.60","5.13","-3.08","2.06"
"818",2005,"Virginia Commonwealth","CAA","19","13","70.0","66.5","3.53","-1.52","1.18","0.83","2.01"
"819",2005,"Bowling Green State","MAC (West)","18","11","69.8","68.6","1.14","1.76","1.38","0.59","1.98"
"820",2005,"Drexel","CAA","17","12","69.7","66.0","3.72","-1.91","0.40","1.42","1.82"
"821",2005,"Cal State Northridge","Big West","18","13","71.9","67.3","4.65","-0.98","1.18","0.56","1.74"
"822",2005,"Pepperdine","WCC","17","14","75.0","74.2","0.77","1.51","5.81","-4.13","1.68"
"823",2005,"Davidson","Southern (South)","23","9","72.4","65.7","6.69","-1.08","1.62","0.02","1.64"
"824",2005,"Detroit Mercy","Horizon","14","16","61.3","60.3","1.03","1.01","-7.16","8.79","1.63"
"825",2005,"Northern Illinois","MAC (West)","11","17","68.4","69.2","-0.79","2.06","-0.12","1.39","1.27"
"826",2005,"Fresno State","WAC","16","14","71.4","70.3","1.13","0.31","1.93","-0.80","1.14"
"827",2005,"Illinois-Chicago","Horizon","15","14","70.2","68.8","1.41","1.09","2.10","-0.98","1.13"
"828",2005,"Louisiana Tech","WAC","14","15","70.3","70.5","-0.17","1.24","0.97","0.09","1.06"
"829",2005,"San Diego State","MWC","11","18","68.6","71.1","-2.52","5.61","3.43","-2.38","1.06"
"830",2005,"School","Conf","W","L","Pts","Opp","MOV","SOS","OSRS","DSRS","SRS"
"831",2005,"Brigham Young","MWC","9","21","65.7","69.0","-3.27","6.69","-1.15","2.17","1.02"
"832",2005,"George Mason","CAA","16","13","73.3","69.6","3.76","-2.83","3.40","-2.47","0.93"
"833",2005,"Evansville","MVC","11","17","70.9","73.0","-2.11","2.91","3.79","-2.98","0.81"
"834",2005,"Portland","WCC","15","15","69.0","68.1","0.90","0.54","0.06","0.75","0.81"
"835",2005,"Tulsa","WAC","9","20","71.4","72.3","-0.90","1.66","2.72","-1.96","0.76"
"836",2005,"Saint Louis","CUSA","9","21","56.4","60.8","-4.37","5.04","-10.67","11.34","0.67"
"837",2005,"Butler","Horizon","13","15","64.7","61.0","3.64","-0.85","-4.44","5.06","0.62"
"838",2005,"Indiana State","MVC","11","20","61.0","64.8","-3.84","4.44","-5.65","6.24","0.60"
"839",2005,"Northeastern","AEC","21","10","73.5","70.0","3.48","-2.97","5.78","-5.27","0.51"
"840",2005,"Richmond","A-10 (West)","14","15","66.7","69.3","-2.59","3.06","0.30","0.18","0.48"
"841",2005,"Winthrop","Big South","27","6","68.0","59.4","8.61","-6.65","-5.43","5.91","0.48"
"842",2005,"Cal State Fullerton","Big West","21","11","75.3","71.5","3.72","-0.83","6.45","-6.15","0.31"
"843",2005,"Murray State","OVC","17","11","71.3","65.8","5.57","-3.47","-0.04","0.33","0.30"
"844",2005,"Massachusetts","A-10 (East)","16","12","64.4","65.8","-1.39","1.51","-2.36","2.49","0.12"
"845",2005,"Texas A&M-Corpus Christi","Ind","20","8","75.1","64.9","10.14","-5.48","0.71","-0.79","-0.08"
"846",2005,"Wright State","Horizon","15","15","63.9","64.6","-0.67","0.35","-3.79","3.47","-0.32"
"847",2005,"Arkansas-Little Rock","Sun Belt (East)","18","10","67.5","66.8","0.75","0.90","-2.26","1.80","-0.46"
"848",2005,"IUPUI","Mid-Cont","16","13","71.3","68.7","2.66","-2.12","-0.07","-0.46","-0.53"
"849",2005,"College of Charleston","Southern (South)","18","10","72.1","67.8","4.32","-4.98","-0.40","-0.26","-0.66"
"850",2005,"Princeton","Ivy","15","13","56.3","54.3","1.96","-1.90","-12.56","11.70","-0.86"
"851",2005,"School","Conf","W","L","Pts","Opp","MOV","SOS","OSRS","DSRS","SRS"
"852",2005,"Southeastern Louisiana","Southland","24","9","63.2","55.8","7.36","-5.22","-11.44","10.57","-0.86"
"853",2005,"Manhattan","MAAC","15","14","73.0","70.2","2.79","-2.41","0.81","-1.92","-1.12"
